REFNUM,ACRE
82003915,0.9+
82003916,1.0+
82003917,8.0+
82003918,1.0+
82003919,1.0+
82003920,0.9+
82003921,1.0+
82003922,0.9+
82003923,0.3+
82003924,0.9+
82003925,1.0+
82003926,1.0+
82003927,4.7+
82003928,7.0+
82003929,8.0+
82003930,2.5+
82003931,1.5+
82003933,0.9+
82003934,1.0+
82003935,5.0+
82003936,1.0+
82003937,0.9+
82003938,10.7+
82003940,3.0+
82003941,1.8+
82003942,0.9+
82003943,6.0+
82003945,2.0+
82003946,1.5+
82003947,1.5+
82003948,1.0+
82003949,25.0+
82003950,19.0+
82003951,1.5+
82003952,0.5+
82003953,18.0+
82003954,0.5+
82003955,2.5+
82003957,0.9+
82003958,4.0+
82003959,0.9+
82003960,110.0+
82003963,0.9+
82003964,5.0+
82003965,1.8+
82003966,29.0+
82003967,1.0+
82003968,52.0+
82003969,0.9+
82003970,1.8+
82003971,52.0+
82003972,2.7+
82003973,0.8+
82003974,100.0+
82003975,2.5+
82003976,335.0+
82003977,3.0+
82003978,2.9+
82003979,1.0+
82003980,1.5+
82003981,1.5+
82003982,1.3+
82003983,0.2+
82003984,0.9+
82003985,1.0+
82003986,0.9+
82003987,0.9+
82003988,0.5+
82003989,0.1+
82003990,4.0+
82003991,0.9+
82003992,4.0+
82003993,1.5+
82003994,0.3+
82003995,0.9+
82003996,0.2+
82003997,1.6+
82003998,2.4+
82003999,0.9+
82004000,0.3+
82004001,0.9+
82004003,0.1+
82004006,3.0+
82004007,2.8+
82004008,0.1+
82004009,1.3+
82004010,0.8+
82004011,1.1+
82004012,0.2+
82004013,1.4+
82004014,0.7+
82004015,2.6+
82004016,0.5+
82004017,0.5+
82004018,2.5+
82004019,0.5+
82004020,1.5+
82004021,2.0+
82004022,1.5+
82004023,1.0+
82004024,0.1+
82004025,0.6+
82004026,0.3+
82004027,3.4+
82004028,2.1+
82004029,1.2+
82004030,0.9+
82004031,0.2+
82004032,3.2+
82004033,0.3+
82004034,1.5+
82004035,0.9+
82004036,2.0+
82004037,2.5+
82004038,30.0+
82004039,0.4+
82004040,511.0+
82004041,6.0+
82004042,0.2+
82004045,0.9+
82004049,0.5+
82004050,1.5+
82004051,2.4+
82004052,5.0+
82004053,0.9+
82004054,20.0+
82004055,34.0+
82004056,0.9+
82004057,0.9+
82004058,0.9+
82004059,4.9+
82004060,1.2+
82004061,5.9+
82004062,0.9+
82004063,0.7+
82004064,1.0+
82004066,3.5+
82004067,0.9+
82004068,0.9+
82004069,1.3+
82004070,2.0+
82004071,53.0+
82004072,10.0+
82004073,2.0+
82004074,8.0+
82004075,0.9+
82004076,0.9+
82004078,0.9+
82004079,0.9+
82004080,0.9+
82004081,0.9+
82004082,0.9+
82004083,0.9+
82004084,0.9+
82004085,0.1+
82004086,0.9+
82004087,0.9+
82004088,0.9+
82004089,0.9+
82004090,0.9+
82004091,0.9+
82004092,0.9+
82004093,0.9+
82004094,0.9+
82004095,0.9+
82004096,0.9+
82004097,0.9+
82004098,0.9+
82004099,0.9+
82004100,0.9+
82004101,0.9+
82004102,0.9+
82004103,0.9+
82004104,0.9+
82004105,0.9+
82004107,2.0+
82004108,0.9+
82004109,0.9+
82004110,0.9+
82004111,1.3+
82004112,1.4+
82004113,0.9+
82004114,0.9+
82004115,0.9+
82004116,0.9+
82004117,0.9+
82004118,0.9+
82004120,0.9+
82004121,0.9+
82004122,0.9+
82004123,3.0+
82004124,0.9+
82004125,8.0+
82004127,0.9+
82004128,1.5+
82004129,1.0+
82004130,0.9+
82004131,0.9+
82004132,0.0+
82004133,0.0+
82004135,188.0+
82004136,0.0+
82004137,1.0+
82004139,0.0+
82004140,0.0+
82004141,0.0+
82004142,0.0+
82004143,0.0+
82004144,0.0+
82004145,0.0+
82004146,0.0+
82004147,119.0+
82004148,0.0+
82004149,13.0+
82004150,0.9+
82004151,0.9+
82004152,0.9+
82004153,1.5+
82004154,4240.0+
82004155,0.9+
82004156,0.9+
82004157,0.3+
82004158,1.3+
82004159,1.5+
82004160,0.9+
82004161,0.9+
82004162,0.9+
82004163,5.0+
82004164,0.9+
82004165,0.9+
82004166,0.9+
82004167,0.9+
82004168,0.9+
82004169,0.9+
82004170,0.9+
82004171,0.9+
82004172,0.9+
82004173,0.9+
82004174,0.9+
82004175,0.9+
82004176,0.9+
82004177,4.0+
82004178,0.9+
82004179,0.9+
82004180,0.9+
82004181,0.9+
82004182,1.1+
82004184,0.9+
82004185,30.0+
82004187,0.9+
82004188,1.6+
82004189,0.9+
82004190,0.9+
82004191,0.9+
82004192,0.9+
82004193,0.9+
82004194,0.9+
82004196,0.9+
82004197,0.9+
82004198,0.9+
82004199,0.9+
82004200,0.9+
82004201,0.9+
82004202,0.9+
82004204,0.9+
82004205,32.2+
82004206,0.9+
82004207,1.4+
82004208,7.2+
82004209,0.9+
82004210,0.9+
82004211,0.9+
82004212,0.9+
82004214,1.1+
82004216,0.9+
82004217,0.9+
82004219,0.9+
82004220,0.9+
82004221,0.9+
82004222,0.9+
82004223,0.9+
82004224,0.9+
82004225,0.9+
82004226,0.9+
82004227,0.9+
82004228,0.9+
82004229,0.9+
82004230,3.9+
82004231,0.9+
82004232,0.9+
82004233,0.9+
82004234,0.9+
82004235,0.9+
82004236,0.9+
82004237,34.0+
82004238,0.5+
82004239,0.9+
82004240,0.9+
82004241,0.9+
82004242,0.9+
82004243,1.6+
82004244,0.9+
82004245,0.9+
82004246,0.9+
82004247,0.9+
82004248,0.9+
82004249,0.9+
82004250,0.9+
82004251,0.9+
82004252,0.9+
82004253,0.9+
82004254,0.9+
82004255,0.9+
82004256,0.9+
82004258,2.0+
82004259,0.9+
82004262,0.9+
82004263,0.9+
82004264,0.9+
82004265,0.9+
82004266,0.9+
82004267,0.9+
82004268,0.9+
82004269,0.9+
82004270,0.9+
82004271,1.3+
82004272,0.9+
82004273,0.9+
82004274,0.9+
82004275,0.9+
82004276,0.9+
82004277,1.3+
82004278,0.9+
82004279,0.9+
82004280,0.9+
82004281,0.9+
82004283,3.0+
82004284,0.9+
82004285,0.9+
82004286,0.9+
82004287,0.9+
82004288,0.9+
82004289,80.0+
82004290,0.9+
82004291,0.9+
82004292,0.9+
82004293,1.4+
82004294,0.9+
82004295,0.4+
82004296,0.9+
82004297,0.9+
82004299,0.9+
82004300,1.2+
82004301,7.8+
82004302,0.9+
82004303,0.9+
82004304,0.9+
82004305,0.9+
82004306,0.9+
82004307,0.9+
82004308,0.9+
82004310,0.9+
82004311,255.0+
82004312,246.0+
82004313,3.5+
82004314,1.5+
82004315,1.5+
82004316,0.5+
82004318,3.0+
82004319,8.5+
82004320,9.0+
82004321,8.0+
82004322,1.0+
82004323,1.5+
82004324,1.0+
82004325,0.5+
82004326,4.5+
82004327,0.9+
82004328,0.6+
82004329,0.8+
82004330,3.0+
82004331,0.5+
82004332,0.5+
82004333,22.5+
82004336,0.3+
82004337,0.3+
82004338,0.1+
82004339,1.0+
82004340,0.9+
82004341,1.7+
82004342,0.9+
82004343,0.4+
82004344,0.2+
82004345,2.2+
82004346,1.3+
82004347,2.0+
82004348,0.5+
82004349,2.5+
82004350,0.5+
82004351,1.5+
82004352,1.0+
82004353,40.0+
82004354,1.5+
82004355,296.0+
82004356,3.0+
82004357,0.9+
82004358,0.5+
82004359,0.7+
82004360,0.9+
82004363,0.3+
82004364,0.4+
82004365,1.1+
82004366,2.5+
82004367,12.8+
82004368,0.3+
82004369,1.8+
82004370,18.3+
82004371,6.5+
82004372,3.7+
82004373,300.0+
82004374,0.9+
82004375,1.3+
82004376,2.0+
82004377,0.3+
82004378,0.2+
82004379,0.2+
82004380,3.0+
82004381,9.4+
82004382,11.0+
82004383,1.0+
82004384,0.4+
82004385,39.0+
82004386,8.0+
82004387,0.8+
82004388,3.1+
82004389,100.0+
82004390,1.0+
82004391,1.0+
82004392,1.7+
82004393,2.5+
82004394,0.1+
82004395,0.5+
82004396,5.0+
82004397,0.9+
82004398,1.5+
82004399,9.4+
82004400,5.5+
82004401,210.0+
82004402,32.0+
82004403,0.9+
82004404,32.3+
82004405,85.0+
82004406,2.8+
82004407,0.9+
82004408,120.0+
82004409,1.6+
82004410,21.0+
82004411,25.0+
82004412,0.9+
82004413,0.9+
82004414,1.0+
82004415,0.9+
82004416,1.0+
82004417,0.9+
82004418,3.0+
82004419,0.8+
82004420,1.1+
82004421,2.0+
82004422,1.0+
82004423,8.0+
82004424,1.3+
82004425,0.2+
82004426,0.9+
82004427,0.9+
82004428,0.9+
82004429,1.0+
82004430,0.2+
82004431,2.5+
82004432,195.0+
82004433,0.9+
82004434,0.5+
82004435,35.0+
82004436,21.0+
82004437,0.3+
82004438,0.9+
82004439,2.0+
82004440,9.7+
82004441,7.5+
82004442,2.4+
82004443,1.6+
82004444,104.0+
82004445,1908.0+
82004446,0.9+
82004447,0.9+
82004448,1.4+
82004449,2.0+
82004450,0.3+
82004451,0.9+
82004452,1.0+
82004453,5.0+
82004454,45.0+
82004455,0.9+
82004456,8.6+
82004457,5.0+
82004458,36.0+
82004459,2.0+
82004460,5.0+
82004462,1.0+
82004463,0.9+
82004464,0.3+
82004465,3.0+
82004466,1.0+
82004467,5.2+
82004468,0.9+
82004469,0.9+
82004470,9.5+
82004471,0.3+
82004472,5.0+
82004473,3.0+
82004474,30.0+
82004475,15.0+
82004476,3.0+
82004477,67.0+
82004478,110.0+
82004479,0.9+
82004480,0.9+
82004481,47.0+
82004482,0.7+
82004483,0.9+
82004484,2.0+
82004485,1.1+
82004486,5.0+
82004487,8.3+
82004488,276.0+
82004489,6.0+
82004490,0.9+
82004491,1.3+
82004492,0.9+
82004493,0.9+
82004494,2.0+
82004495,86.0+
82004496,0.9+
82004497,0.9+
82004498,0.9+
82004499,3.0+
82004500,0.1+
82004501,5.0+
82004502,0.5+
82004503,0.9+
82004504,2.2+
82004505,0.9+
82004506,10.0+
82004508,3.9+
82004509,2.0+
82004510,13.2+
82004511,8.0+
82004512,0.9+
82004513,0.9+
82004514,0.9+
82004515,66.0+
82004516,0.9+
82004517,4.0+
82004518,0.9+
82004519,16000.0+
82004520,74.0+
82004521,0.9+
82004522,2.0+
82004523,2.5+
82004524,0.9+
82004525,0.9+
82004526,0.9+
82004527,1.2+
82004528,1.2+
82004529,130.0+
82004530,6.0+
82004531,46.0+
82004532,4.0+
82004533,2.5+
82004534,26.0+
82004535,6.0+
82004536,11.0+
82004537,24.0+
82004538,35.0+
82004539,21.0+
82004540,8.0+
82004541,1.5+
82004542,9.0+
82004543,55.0+
82004544,33.0+
82004545,1.0+
82004546,3.0+
82004547,40.0+
82004548,27.0+
82004549,0.5+
82004551,14.0+
82004552,260.0+
82004553,0.5+
82004554,4.0+
82004555,32.0+
82004556,11.0+
82004557,0.3+
82004558,12.0+
82004559,4.5+
82004560,1.0+
82004561,7.0+
82004562,1.0+
82004563,2.0+
82004564,0.5+
82004565,0.9+
82004566,1.0+
82004567,1700.0+
82004568,16.0+
82004569,0.1+
82004570,1.0+
82004571,3.8+
82004572,1.0+
82004573,42.0+
82004574,0.1+
82004575,0.5+
82004576,34.0+
82004578,1000.7+
82004579,25.0+
82004580,0.5+
82004581,43.0+
82004582,1.0+
82004583,4.0+
82004584,1.8+
82004585,0.4+
82004586,0.2+
82004587,2.5+
82004588,0.1+
82004589,0.5+
82004590,11.0+
82004591,0.1+
82004592,0.8+
82004593,6.0+
82004594,3.0+
82004595,0.3+
82004596,42.0+
82004597,15.0+
82004598,30.0+
82004599,3.0+
82004600,0.3+
82004601,0.2+
82004602,2.1+
82004603,0.9+
82004604,25.7+
82004605,7.0+
82004606,9.3+
82004607,3.0+
82004608,17.0+
82004609,20.0+
82004610,2.0+
82004611,3.8+
82004612,0.8+
82004613,0.9+
82004614,0.9+
82004617,0.1+
82004618,3.0+
82004619,27.0+
82004620,95.0+
82004621,3.1+
82004622,162.0+
82004623,2.7+
82004624,0.9+
82004625,0.9+
82004626,1.0+
82004627,1.2+
82004628,0.9+
82004629,6.0+
82004630,1.0+
82004631,0.9+
82004632,1.1+
82004633,18.0+
82004634,2.5+
82004635,2.5+
82004636,0.9+
82004637,8.7+
82004638,0.0+
82004639,0.0+
82004640,0.0+
82004641,2.9+
82004642,0.2+
82004643,0.0+
82004644,2.0+
82004645,2.3+
82004646,1.4+
82004647,0.0+
82004648,0.7+
82004649,0.2+
82004650,0.0+
82004651,0.9+
82004652,2.6+
82004653,0.0+
82004654,0.0+
82004655,4.6+
82004656,7.0+
82004657,1.0+
82004658,14.0+
82004659,8.0+
82004660,3.0+
82004662,6.0+
82004663,0.5+
82004664,0.9+
82004665,4.8+
82004666,2.2+
82004667,1.5+
82004668,3.0+
82004669,30.0+
82004670,1.0+
82004671,7.7+
82004673,2.1+
82004674,0.6+
82004675,1.4+
82004676,1.2+
82004677,17.0+
82004678,1.4+
82004679,1.7+
82004680,0.9+
82004681,44.0+
82004682,150.0+
82004683,0.2+
82004684,7.0+
82004685,0.9+
82004686,0.9+
82004687,0.9+
82004688,0.9+
82004689,1.5+
82004690,0.9+
82004691,0.9+
82004693,0.9+
82004694,0.9+
82004695,0.9+
82004696,0.9+
82004697,0.9+
82004698,0.9+
82004700,0.9+
82004701,0.9+
82004702,0.9+
82004703,0.9+
82004704,0.9+
82004705,0.9+
82004707,0.9+
82004708,5.0+
82004709,0.9+
82004710,0.9+
82004711,1.0+
82004713,3.1+
82004714,0.9+
82004716,83.6+
82004717,4.3+
82004718,0.2+
82004719,0.5+
82004720,0.5+
82004722,85.7+
82004724,0.2+
82004725,0.3+
82004726,15.5+
82004727,8.6+
82004728,0.9+
82004729,0.5+
82004730,23.8+
82004731,1.0+
82004732,0.9+
82004733,0.5+
82004734,0.9+
82004735,0.9+
82004736,0.9+
82004737,0.7+
82004738,10.0+
82004739,1.3+
82004740,3.3+
82004741,2.8+
82004742,0.9+
82004743,0.9+
82004744,1.3+
82004745,0.3+
82004746,0.9+
82004747,0.9+
82004748,2.0+
82004749,0.9+
82004750,0.9+
82004751,0.9+
82004752,0.0+
82004753,0.0+
82004754,0.0+
82004755,0.0+
82004756,0.0+
82004757,0.0+
82004758,0.0+
82004759,0.0+
82004760,0.0+
82004761,0.0+
82004762,0.0+
82004764,0.0+
82004765,0.0+
82004766,0.0+
82004767,0.9+
82004768,0.0+
82004769,0.0+
82004770,0.0+
82004771,0.0+
82004772,0.0+
82004773,0.0+
82004774,0.0+
82004775,0.0+
82004776,0.0+
82004777,0.0+
82004778,0.0+
82004779,200.0+
82004780,1.5+
82004781,9.0+
82004784,530.0+
82004785,0.3+
82004786,0.9+
82004787,16.5+
82004788,2.0+
82004789,2.0+
82004790,4.0+
82004791,3.0+
82004792,48.5+
82004793,0.9+
82004794,76.0+
82004795,0.9+
82004796,0.1+
82004797,0.8+
82004798,0.9+
82004799,1.1+
82004800,1.1+
82004801,0.9+
82004802,1.1+
82004803,0.9+
82004804,1.1+
82004805,0.9+
82004806,1.1+
82004807,9.0+
82004808,1.1+
82004809,9.0+
82004810,0.9+
82004811,0.9+
82004812,1.1+
82004813,0.9+
82004814,0.9+
82004815,1.1+
82004816,0.9+
82004817,1.1+
82004818,0.9+
82004819,1.1+
82004820,0.9+
82004821,1.1+
82004822,0.9+
82004823,1.1+
82004824,1.1+
82004825,1.1+
82004826,1.1+
82004827,0.9+
82004828,1.1+
82004829,1.1+
82004830,1.1+
82004831,0.9+
82004832,0.9+
82004833,1.1+
82004835,25.0+
82004836,29.0+
82004837,15.0+
82004838,0.1+
82004840,3.0+
82004841,2.0+
82004842,131.0+
82004843,0.9+
82004844,0.9+
82004845,0.9+
82004846,0.9+
82004847,0.9+
82004848,0.9+
82004849,0.0+
82004850,0.9+
82004851,0.9+
82004852,0.9+
82004853,0.9+
82004854,1.0+
82004855,40.0+
82004856,0.9+
82004857,0.9+
82004858,5.7+
82004860,0.9+
82004861,0.1+
82004862,0.1+
82004863,0.1+
82004864,0.1+
82004865,0.1+
82004866,0.1+
82004867,0.1+
82004868,0.1+
82004869,0.1+
82004870,0.1+
82004871,0.1+
82004872,0.1+
82004873,0.1+
82004874,0.1+
82004875,0.1+
82004876,0.1+
82004877,0.1+
82004878,0.1+
82004879,0.1+
82004880,0.1+
82004881,0.1+
82004882,0.1+
82004883,0.1+
82004884,0.1+
82004885,0.1+
82004886,0.1+
82004887,0.1+
82004888,0.4+
82004889,35.4+
82004890,2.0+
82004891,0.9+
82004893,0.9+
82004895,14.0+
82004897,0.1+
82004898,0.5+
82004899,0.9+
82004900,3.0+
82004901,0.2+
82004902,0.9+
82004903,0.9+
82004904,112.0+
82004905,0.9+
82004906,0.0+
82004907,0.0+
82004908,0.0+
82004909,0.9+
82004910,0.9+
82004911,0.9+
82004912,0.9+
82004913,0.9+
82004914,2.3+
82004915,0.0+
82004916,14.0+
82004917,9.9+
82004918,9.9+
82004919,50.0+
82004920,0.9+
82004921,9.9+
82004922,0.9+
82004923,0.9+
82004924,0.9+
82004925,0.9+
82004926,0.9+
82004927,0.9+
82004928,0.9+
82004929,0.9+
82004930,0.9+
82004931,0.9+
82004932,8.0+
82004933,43.0+
82004934,17.0+
82004935,22.0+
82004936,10.0+
82004937,0.9+
82004938,0.9+
82004939,0.9+
82004940,0.9+
82004941,1.5+
82004942,195.0+
82004943,0.3+
82004944,0.5+
82004945,0.3+
82004946,0.8+
82004947,0.3+
82004948,0.5+
82004949,0.4+
82004950,0.3+
82004951,0.1+
82004952,40.0+
82004953,64.0+
82004954,60.0+
82004955,17.3+
82004956,22.0+
82004957,13.3+
82004958,0.4+
82004959,0.9+
82004960,0.1+
82004961,0.9+
82004962,0.9+
82004963,0.4+
82004964,0.3+
82004965,124.9+
82004966,130.0+
82004967,0.3+
82004968,0.9+
82004969,0.1+
82004975,3.9+
82004978,0.9+
82004982,6.7+
82004990,0.7+
82004991,72.0+
82004992,1.4+
82004993,1.0+
82004994,1.0+
82004995,0.7+
82005024,24.8+
82005025,69.0+
82005026,21.9+
82005027,56.0+
82005028,366.1+
82005029,505.9+
82005030,0.9+
82005031,0.9+
82005033,0.9+
82005034,0.9+
82005035,0.9+
82005036,0.9+
82005037,0.9+
82005038,0.9+
82005039,0.9+
82005040,0.9+
82005078,2.0+
82005088,0.2+
82005120,0.2+
82005123,1.5+
82005263,0.9+
82005265,0.1+
82005288,0.9+
82005289,0.9+
82005293,0.9+
82005296,0.9+
82005297,0.9+
82005302,0.9+
82005303,0.9+
82005304,0.9+
82005305,0.9+
82005312,0.9+
82005316,0.9+
82005317,0.9+
82005318,0.9+
82005322,0.9+
82005324,0.9+
82005327,0.9+
82005328,0.9+
82005331,0.9+
82005335,0.9+
82005382,0.3+
82005383,0.6+
82005385,26.5+
82005386,9.3+
82005388,1.0+
82005389,0.0+
82005390,0.0+
82005391,0.0+
83000001,2.0+
83000002,0.9+
83000003,1.3+
83000004,15.0+
83000005,56.0+
83000006,1.3+
83000007,0.9+
83000008,0.9+
83000009,0.9+
83000010,0.9+
83000011,0.9+
83000012,0.9+
83000013,0.9+
83000014,0.9+
83000015,2.0+
83000016,0.9+
83000017,0.9+
83000018,0.9+
83000019,0.9+
83000020,0.9+
83000021,0.9+
83000022,0.9+
83000023,0.9+
83000024,0.9+
83000025,0.9+
83000026,0.9+
83000027,0.9+
83000028,0.9+
83000029,215.0+
83000030,0.9+
83000031,103.0+
83000032,2.2+
83000034,0.9+
83000035,0.9+
83000036,0.9+
83000037,0.9+
83000038,0.9+
83000039,35.0+
83000040,4.0+
83000041,6.0+
83000042,1.0+
83000043,1.0+
83000044,6.0+
83000046,0.9+
83000047,0.9+
83000048,0.9+
83000050,1.0+
83000051,0.9+
83000052,0.9+
83000053,0.9+
83000054,0.9+
83000055,0.9+
83000056,0.9+
83000057,0.9+
83000058,0.9+
83000059,0.9+
83000060,0.9+
83000062,0.9+
83000063,0.9+
83000064,0.9+
83000065,0.9+
83000066,0.9+
83000067,0.9+
83000068,0.9+
83000069,0.9+
83000070,0.9+
83000071,0.9+
83000072,0.9+
83000073,0.9+
83000074,0.9+
83000075,0.9+
83000076,0.9+
83000077,0.9+
83000078,10.9+
83000079,0.9+
83000080,0.9+
83000081,0.9+
83000082,0.9+
83000083,0.9+
83000084,0.9+
83000086,0.9+
83000087,0.9+
83000088,0.9+
83000089,0.9+
83000090,0.9+
83000092,0.9+
83000094,0.9+
83000095,0.9+
83000096,0.9+
83000097,0.9+
83000098,0.9+
83000099,0.9+
83000101,0.9+
83000102,0.9+
83000103,0.9+
83000104,0.4+
83000105,1.5+
83000106,7.0+
83000109,0.9+
83000110,0.9+
83000111,0.9+
83000112,0.9+
83000113,0.9+
83000114,0.9+
83000115,0.9+
83000116,0.9+
83000117,0.9+
83000118,0.9+
83000119,0.9+
83000120,5.0+
83000121,283.0+
83000122,190.0+
83000123,89.0+
83000124,1.0+
83000125,0.9+
83000126,2.3+
83000127,0.9+
83000128,1.5+
83000129,0.9+
83000130,72.0+
83000131,147.0+
83000132,1.0+
83000133,9.5+
83000134,1.8+
83000135,0.9+
83000136,1.8+
83000137,3.0+
83000138,0.9+
83000139,1.5+
83000140,0.9+
83000141,0.9+
83000142,0.5+
83000143,0.9+
83000144,0.9+
83000145,0.9+
83000146,0.0+
83000147,1.4+
83000148,0.9+
83000149,0.0+
83000150,0.9+
83000151,0.9+
83000152,0.9+
83000153,0.9+
83000154,0.9+
83000155,0.9+
83000156,0.9+
83000157,0.9+
83000158,0.9+
83000159,0.9+
83000160,0.9+
83000161,0.9+
83000162,8.8+
83000165,5.1+
83000166,0.9+
83000167,0.9+
83000168,0.9+
83000169,0.9+
83000170,0.9+
83000171,1.7+
83000172,0.9+
83000173,76.0+
83000174,74.3+
83000175,0.9+
83000176,1.3+
83000177,5.0+
83000178,0.9+
83000179,0.9+
83000180,0.9+
83000181,0.4+
83000182,0.9+
83000183,54.0+
83000184,1.3+
83000185,0.9+
83000186,1.0+
83000187,67.0+
83000188,0.3+
83000189,3.7+
83000190,50.0+
83000191,450.0+
83000192,0.9+
83000193,90.0+
83000194,2.0+
83000195,4.0+
83000196,22.0+
83000197,10.0+
83000198,20.0+
83000199,5.0+
83000200,0.9+
83000201,2.0+
83000202,1.0+
83000203,0.9+
83000204,1.0+
83000205,1.0+
83000206,1.0+
83000207,9.0+
83000208,7.0+
83000209,4.0+
83000210,0.9+
83000211,0.9+
83000212,16.5+
83000213,5.0+
83000214,5.0+
83000215,1.7+
83000216,0.9+
83000217,0.9+
83000218,0.9+
83000219,0.9+
83000220,113.0+
83000221,1.5+
83000222,1.5+
83000223,0.9+
83000224,23.0+
83000225,20.0+
83000226,2.4+
83000227,1.8+
83000228,0.9+
83000229,0.9+
83000230,3.0+
83000231,7.5+
83000232,1.0+
83000233,0.9+
83000234,25.0+
83000235,5.0+
83000236,3.4+
83000237,16.0+
83000238,13.0+
83000239,15.0+
83000240,0.9+
83000241,0.9+
83000242,1.5+
83000243,5.0+
83000244,2.0+
83000245,0.5+
83000246,0.9+
83000247,12.0+
83000248,162.5+
83000249,287.5+
83000250,0.5+
83000251,0.1+
83000252,0.9+
83000253,0.2+
83000254,6.5+
83000255,1.8+
83000256,2.5+
83000257,2.5+
83000258,2.5+
83000259,0.9+
83000260,0.9+
83000261,0.9+
83000262,1.5+
83000263,0.9+
83000264,0.9+
83000265,0.9+
83000266,0.9+
83000267,0.9+
83000268,0.9+
83000269,1.5+
83000270,0.9+
83000271,0.9+
83000272,0.9+
83000273,0.9+
83000274,0.9+
83000275,4.0+
83000276,0.9+
83000277,1.3+
83000278,25.0+
83000279,0.9+
83000280,0.9+
83000281,0.9+
83000282,0.9+
83000283,7.4+
83000284,3.0+
83000285,73.0+
83000286,40.0+
83000287,2.5+
83000288,0.9+
83000289,100.0+
83000290,2.5+
83000291,2.5+
83000292,0.9+
83000293,2.5+
83000295,2.5+
83000298,24.0+
83000299,0.9+
83000301,0.1+
83000302,1.0+
83000303,4.9+
83000305,0.9+
83000306,0.9+
83000307,0.9+
83000308,1.0+
83000309,153.4+
83000310,0.9+
83000311,0.9+
83000312,0.9+
83000313,365.0+
83000314,0.9+
83000315,65.0+
83000316,0.5+
83000317,0.9+
83000318,206.0+
83000319,0.9+
83000320,0.5+
83000321,3.0+
83000322,0.3+
83000323,1.0+
83000324,1.5+
83000325,0.9+
83000326,0.2+
83000327,1.1+
83000328,35.0+
83000329,0.9+
83000330,1.0+
83000331,0.9+
83000332,0.9+
83000333,1.6+
83000334,0.9+
83000335,0.9+
83000336,0.9+
83000337,0.4+
83000338,0.9+
83000339,0.9+
83000340,0.9+
83000341,0.9+
83000342,0.9+
83000343,0.9+
83000344,0.9+
83000345,11.5+
83000346,0.9+
83000347,0.9+
83000348,0.9+
83000349,0.9+
83000350,0.9+
83000351,0.9+
83000352,4.5+
83000353,0.9+
83000354,0.9+
83000355,0.9+
83000356,5.6+
83000357,0.9+
83000358,0.9+
83000359,0.9+
83000360,0.9+
83000361,0.9+
83000362,0.9+
83000363,0.9+
83000364,0.9+
83000365,0.9+
83000366,0.9+
83000367,0.9+
83000368,0.9+
83000369,0.9+
83000370,0.9+
83000371,0.9+
83000372,0.9+
83000373,0.9+
83000374,0.9+
83000375,0.9+
83000376,1.0+
83000377,0.9+
83000378,0.9+
83000379,0.9+
83000380,0.9+
83000381,0.9+
83000382,0.9+
83000383,0.9+
83000384,0.9+
83000385,0.9+
83000386,0.9+
83000387,0.9+
83000389,0.9+
83000390,0.9+
83000391,1.0+
83000392,640.0+
83000393,0.9+
83000394,0.9+
83000395,0.9+
83000396,0.9+
83000397,0.9+
83000398,0.9+
83000399,0.9+
83000400,0.9+
83000401,0.9+
83000402,0.9+
83000404,0.9+
83000405,0.9+
83000406,0.9+
83000407,0.9+
83000408,5.0+
83000409,0.9+
83000410,1.0+
83000411,0.9+
83000412,0.9+
83000413,2.2+
83000414,0.9+
83000415,0.9+
83000416,0.9+
83000417,0.9+
83000418,0.5+
83000419,0.0+
83000420,0.5+
83000421,0.9+
83000423,0.9+
83000424,0.9+
83000426,0.9+
83000427,0.5+
83000428,1.0+
83000429,1.5+
83000430,0.5+
83000431,0.9+
83000432,0.5+
83000433,0.5+
83000434,0.5+
83000435,0.9+
83000436,0.5+
83000437,0.9+
83000438,4.9+
83000439,0.9+
83000440,0.9+
83000441,0.5+
83000442,23.2+
83000443,0.9+
83000444,0.3+
83000445,0.3+
83000446,0.5+
83000447,1.0+
83000448,21.0+
83000449,0.3+
83000450,0.3+
83000451,0.5+
83000452,0.5+
83000453,0.5+
83000454,1.0+
83000455,0.5+
83000456,0.3+
83000457,1.5+
83000458,0.5+
83000459,0.3+
83000460,0.1+
83000461,1.0+
83000462,0.5+
83000463,0.3+
83000464,0.5+
83000466,0.3+
83000467,1.0+
83000468,0.5+
83000469,0.3+
83000471,0.5+
83000472,0.5+
83000473,0.5+
83000474,1.5+
83000475,0.5+
83000476,0.3+
83000477,0.5+
83000478,0.5+
83000479,15.0+
83000480,0.5+
83000481,0.3+
83000482,1.5+
83000483,0.5+
83000484,2.0+
83000485,0.9+
83000486,0.9+
83000487,2.0+
83000488,0.3+
83000489,20.0+
83000490,1.0+
83000491,8.0+
83000492,0.2+
83000493,0.3+
83000494,0.5+
83000495,0.2+
83000496,0.5+
83000497,0.6+
83000498,0.9+
83000499,0.1+
83000500,100.0+
83000501,18.0+
83000502,1.0+
83000503,0.3+
83000504,1.8+
83000505,0.1+
83000506,0.2+
83000507,30.0+
83000508,0.2+
83000509,0.2+
83000510,0.2+
83000511,0.8+
83000512,0.5+
83000513,2.0+
83000514,0.2+
83000515,0.9+
83000516,0.9+
83000517,0.9+
83000518,0.9+
83000519,0.9+
83000520,0.2+
83000521,0.9+
83000522,3.0+
83000523,0.9+
83000524,0.9+
83000525,0.9+
83000526,0.5+
